Country Code,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
ARM,SP.POP.GROW,,3.53211577239378,3.44380380475559,3.33078020377937,3.19357370370442,3.0446396237724,2.88483986646988,2.73441358097336,2.61641096221893,2.54104887533183,2.49126507609803,2.45080363394901,2.3966631462394,2.32316745149778,2.22262559190539,2.10484820413345,1.98635237500017,1.87843694161655,1.78550145634833,1.70971758279743,1.64756056699297,1.5473459109353,1.43810411605431,1.39598006475563,1.44084856980469,1.52058467451517,1.67445451955171,1.74408745952844,1.51570891554139,0.903439395729735,0.0478045737810531,-0.93463892028232,-1.79706563313488,-2.34244645434952,-2.39065663530549,-2.0402143564881,-1.5390021999424,-1.1150841090417,-0.781512818389014,-0.634784876346639,-0.630760587863762,-0.617979926225355,-0.549251281615873,-0.53001538172706,-0.572322312384323,-0.650389280091987,-0.773158374746929,-0.872060059332368,-0.856135895388362,-0.673638853162549,-0.373954889662394,-0.0270427628367578,0.26742945492201,0.461930535014127,0.509812126446043,0.450705991935445,0.361260408326477,0.293899005891436,0.235799808401976,0.202624027586126,0.185983344838062,
ASM,SP.POP.GROW,,2.34715675419201,3.0634877567041,3.61911247797614,3.65913502026306,3.54685217319281,3.31508299687225,3.0661450751361,2.90950914502277,2.72616449910871,2.45665332643817,2.24062568131719,2.05857373757695,1.86940779603926,1.67641664954321,1.5090829643203,1.35539265025565,1.23677929496996,1.37853252351319,1.83828706005334,2.49974250296918,3.16252145207141,3.70531421028176,4.0463899012472,4.12382427024337,4.06680797613181,3.95165199002211,3.88099507997229,3.68638661276006,3.43118765369793,3.1253549165475,2.77214131764637,2.47116508477502,2.22947059384356,2.08300460212428,2.01228561477726,1.95783354561423,1.86050178114684,1.71088575435628,1.53497259945752,1.33550063100072,1.16928218510048,0.988330193693618,0.705059763849568,0.317170237105849,-0.213014060636625,-0.755064008986847,-1.26325354522789,-1.5139641994462,-1.4277823241607,-1.04826295347074,-0.588347444156001,-0.154365337947318,0.0861867792564065,0.132725922558567,0.026882443238318,-0.120130903326101,-0.219117153655893,-0.280883888014678,-0.269018785914943,-0.208127919920259,
ATG,SP.POP.GROW,,1.59985819771399,1.52275300605581,1.51402270105282,1.64422727814934,1.81885708698339,2.04541280332535,2.19237518424171,2.07339182574802,1.63397143979703,0.987975500642134,0.264513372108418,-0.342444765257549,-0.759103055895473,-0.853606956570151,-0.694872368787519,-0.508703426165408,-0.306790587171638,-0.199678005153539,-0.145177706849844,-0.140539079258608,-0.116457756793277,-0.0145667602973437,-0.0016186599114922,0.0080930375641942,0.0016185289190953,-0.0501865818092421,-0.0664145099614565,0.0728916134030553,0.402376012533106,0.844713550159391,1.31856774707125,1.71492679000994,2.024087038334,2.14178952172104,2.16534186374686,2.16648252272444,2.15819996144582,2.08665782782537,1.96770225217477,1.76934686581224,1.57294440575692,1.39671745207427,1.28547728798399,1.29779220681331,1.37818990118547,1.52643102127801,1.57610132986139,1.61138633575081,1.56738832134701,1.47279415442432,1.37637551869337,1.28802773688723,1.2126557898666,1.14304343305706,1.08418161589205,1.00909459019292,0.952914631258636,0.894078681398432,0.861445783881833,0.833667148911523,
AUS,SP.POP.GROW,,1.9897400460104,2.4406394012832,1.91781647792421,1.96235442011452,1.95971689521361,2.2831843822013,1.26227688799781,1.76415865607642,2.09302301013426,1.97018887868806,3.38029353689954,1.83814626273502,1.52881691369673,2.53122025874137,1.23118588792285,1.0026582602274,1.1266726798225,1.16288525870675,1.08064227016539,1.21894271014757,1.58685256936818,1.66753573306185,1.25054826434538,1.13222184499641,1.36734607483574,1.63898886728063,1.52098662618978,1.63620665679268,1.69256678030677,1.47997801595662,1.27457757809254,1.21339077499647,0.9783366810892,1.05850884158683,1.20801981192904,1.31381929938745,1.11872568961022,1.04223571564164,1.14250518739456,1.19227232344832,1.34835834227145,1.22056378534358,1.23399666342628,1.15935216218033,1.31978955436191,1.47522794532757,0.624678435014185,2.00402174031569,2.0610451296841,1.55548958906995,1.38952731561803,1.74582000067359,1.721151439989,1.49156648912847,1.43921665259925,1.56194049810399,1.68452310845434,1.53610551570388,1.52165367749095,1.25869817155796,
AUT,SP.POP.GROW,,0.548472356417754,0.612895847822874,0.642362670652079,0.666548205291217,0.649729875576735,0.701396116235274,0.747425220117069,0.519254261579197,0.345331646244521,0.349218946276921,0.446245581370136,0.581190352265189,0.554041398958361,0.170205767697282,-0.265319410736808,-0.176672284747108,0.0383904939016918,-0.080961041675265,-0.170463648025429,0.0001059682791824,0.255018231368981,0.0717170180347239,-0.161600981253917,-0.0062949040920662,0.0469509679089439,0.0635489974692431,0.0632842039083754,0.141570850318539,0.450513899730364,0.762001611316115,0.998418103144403,1.10055228652823,0.824627940995206,0.384869546678302,0.153106260702748,0.135019833748789,0.113316608322994,0.109728368100981,0.194563153264961,0.240466652446524,0.382799394483217,0.49198046425522,0.487133894826838,0.620413127334181,0.681267248299787,0.494797775098466,0.324146535285463,0.313041437661508,0.261953189906348,0.240394299500766,0.337080841831645,0.45593747231891,0.589387254692989,0.781541632525841,1.12099250236958,1.08139629872802,0.694621103604983,0.487071924768999,0.444673639004876,0.419000872876687,
AZE,SP.POP.GROW,,3.40511614807974,3.44114053643762,3.386833308287,3.22798061003956,3.00399678283157,2.76859457779639,2.55819248769474,2.37391209542602,2.22678939244919,2.10898180806311,1.99701797908839,1.88852922106949,1.80017400409297,1.73538291764509,1.68947963345197,1.65348808954682,1.62330028358127,1.60376466390778,1.5936316282761,1.59126688074478,1.58997908165274,1.5913354019751,1.60158128771693,1.62212403650154,1.646524939202,1.66881298170928,1.68017435687007,1.67646449507831,1.65315773777567,0.67575057643047,1.33044567943037,1.51162852010951,1.51580689251655,1.34847501163452,1.15566613988888,1.01179991660887,0.964673773704232,0.949138146647058,0.877598699856844,0.821519963674211,0.774765939386613,0.746173582716985,0.757650955616913,0.875427280482454,1.02226559239828,1.09858657441812,1.13385546615645,2.09985403259251,2.07614826384645,1.18978770786007,1.30300085487651,1.32876382733755,1.29344702700591,1.24820899735588,1.19120985807018,1.11785721013911,0.98126180450475,0.866316916370841,0.846646726414021,0.684365325388407,
BDI,SP.POP.GROW,,1.92959961745652,1.90576274398608,1.94483538249264,2.06580592736317,2.22488088977892,2.43011258923043,2.57556956180642,2.54074844792761,2.28067464429583,1.89070476249376,1.45328542534733,1.11710815210644,0.988610481788769,1.13930010021376,1.48223007167453,1.87353850645253,2.19215431523093,2.43019452178057,2.5493527820899,2.58421026730064,2.59336437350423,2.61878870120852,2.65450763288787,2.71004363888316,2.76878542065103,2.82066770726254,2.8325393019785,2.77699559455599,2.6417918816206,2.45479768049064,2.28954658917794,2.14480619909864,1.95911338677095,1.72543982605488,1.48210588998918,1.21301505587302,1.018212345666,1.03081148576561,1.31006436841746,1.76722887197616,2.273350541894,2.69973365880048,3.01262477164858,3.16997403759711,3.21716810192797,3.24609753918006,3.28891634923093,3.30118234557393,3.28716187848079,3.25619646076404,3.20771300738314,3.15978509519121,3.13349808169981,3.13675679189263,3.15690795388679,3.17701485540777,3.18120007897113,3.16691169681282,3.1289321480628,3.07610176014791,
BEL,SP.POP.GROW,,0.332205945818093,0.398054786807546,0.747606930682632,0.94647753571233,0.908137001686598,0.675463567135343,0.556645554862671,0.393391107738732,0.283169669202288,0.0986136915027669,0.182247071467749,0.391585907459382,0.314658765693604,0.314633664597999,0.288978161128393,0.178674447005659,0.123479645392964,0.0932999598130252,0.0898825512632337,0.110211165985901,-0.0026371543402261,-0.027176883483947,-0.0079444706906212,-0.0015017077867829,0.029786422643661,0.0356488507832359,0.0852521408125053,0.317926245358661,0.363247985870165,0.298235706313592,0.371593165668169,0.405713495856337,0.390638517826929,0.308197073686726,0.209436838020324,0.1953931762382,0.241991884983082,0.213527650670943,0.229189103029716,0.242517956221334,0.343951157623668,0.448268894821562,0.418641508069053,0.432788248129175,0.550055708089009,0.659558214980699,0.734330830765919,0.789976845480149,0.804599572619861,0.913639391631709,1.3010029017038,0.620163579337378,0.471340143966627,0.44392928847521,0.579446241677791,0.506300002451376,0.385228018372369,0.455184695275022,0.540461327098122,0.581620792438621,
BEN,SP.POP.GROW,,1.39861905686167,1.49062022656014,1.58421438846334,1.68061941611429,1.77839630830294,1.87409051061081,1.96219765744484,2.03665657484718,2.09388844877359,2.14067009980036,2.18171156460877,2.22555579164154,2.27767589837839,2.34039884208753,2.4101293971122,2.48040039677206,2.54492163771735,2.60135650969595,2.64871306974063,2.68953787732228,2.7323201489697,2.77749346858361,2.8171499324082,2.85202779297819,2.88528300220021,2.90247053999979,2.92552010465222,2.98850251195574,3.10101975360064,3.23483539112138,3.37724144662663,3.47909841958191,3.5007001146727,3.42600988305326,3.29359953998899,3.14563882517996,3.02824160265504,2.95868818132411,2.95165993963199,2.98386192934726,3.02378238268591,3.04323585581059,3.03960588505269,3.00531590631376,2.9523713634518,2.89752129836876,2.85409875875958,2.82352204070012,2.80942664075247,2.80597623284658,2.80376175488743,2.79772118064924,2.79071643360586,2.78209237028195,2.77183788570358,2.76136092814418,2.74990222166209,2.73485620295269,2.71521854979345,2.69237381344614,
BFA,SP.POP.GROW,,1.34292186028521,1.33433971199915,1.35128329400253,1.40383645813042,1.47919259249371,1.56237809585129,1.63531999965197,1.68920042033525,1.71732241210726,1.72912118180907,1.74107783941828,1.7629679729599,1.79184758973083,1.8304116102525,1.87808333473809,1.92269145724111,1.97120475466225,2.04012519606282,2.1335595297111,2.24072627891191,2.35133898743349,2.4478037342953,2.51960181627403,2.5596756965552,2.5778621968501,2.59017250409041,2.60600908576284,2.62172931307294,2.63954000469667,2.65919850422524,2.67695742331837,2.69293387483016,2.70964746722937,2.72731264916871,2.74597409900686,2.76476912918834,2.78384760477623,2.8028659285217,2.82224566481383,2.84200697417705,2.85880781376097,2.87595128397125,2.89847966556783,2.92759138596756,2.95917130899973,2.98900374182356,3.01189361965061,3.02489872490728,3.02644987044728,3.01921284414061,3.00904517611233,2.99740381221435,2.98166398413105,2.96187533312778,2.93935056790969,2.91521308067141,2.89075088175118,2.86697911426999,2.8445964977375,2.82323073597345,
BGD,SP.POP.GROW,,2.77154673579219,2.77561886967466,2.81669800251255,2.90686656555886,3.01212300485381,3.15023997599711,3.23045269046429,3.14183333794194,2.85025509486437,2.44704268973465,2.00239079687034,1.65574759082099,1.5072690088527,1.62004264597494,1.90784837706496,2.23843751156627,2.49634956800332,2.66806724221315,2.71819532610742,2.68575999604042,2.63698740122809,2.61284700696557,2.59942657466498,2.60561461635207,2.62057825790954,2.63498761301981,2.63022936647768,2.59503194849183,2.5233868150538,2.42960098122108,2.32530036281531,2.23302786400993,2.16825775830045,2.14007981243972,2.13449763314428,2.13047787567636,2.11154453131797,2.07733693096781,2.02275181450577,1.95239046202205,1.8862862588559,1.82005804676631,1.73126920257465,1.61519953685618,1.48474696408995,1.34712103146787,1.22663050489361,1.14564743804678,1.11680643452794,1.1248068966134,1.14382867124819,1.15400610453827,1.15595091365323,1.1429302161114,1.11909103277687,1.09528840382819,1.07553524898766,1.05357030023873,1.02919664944804,1.00277418143487,
BGR,SP.POP.GROW,,0.958155881300658,0.875259033561633,0.810378324356217,0.816094049550123,0.731911035292208,0.6547012021586,0.629747480901394,0.711964742744789,0.76850966869777,0.654727362472727,0.54999651445838,0.465213742153797,0.52063344062239,0.667967360708252,0.482739307856323,0.433163460713304,0.519098880350645,0.111804754635587,0.135011572680936,0.40248874474625,0.333268825188891,0.295812783296283,0.249546600825385,0.233972309730169,-0.0014731135024134,-0.0265197545262494,0.147109292640267,0.112372423824029,-1.17003859875014,-1.80375047906806,-0.990425980099359,-1.07385319076042,-0.797665851516421,-0.339586079485037,-0.44539850047226,-0.515729879636827,-0.608797354537911,-0.66730270106626,-0.560648224779443,-0.493896416633318,-1.99063220438276,-2.17069878030004,-0.79211363763553,-0.754796951273604,-0.752977445493645,-0.759505915531059,-0.735282283991309,-0.70192274454598,-0.644281362547054,-0.658275446635908,-0.641228920515067,-0.579220596364389,-0.559647217410859,-0.568389264052903,-0.638069468160719,-0.701382097841331,-0.730443175298289,-0.722080405222853,-0.703905641117455,-0.60024151846542,
BHR,SP.POP.GROW,,3.31216249254427,3.07379076480158,2.84804692778053,2.62929585562368,2.4542169342669,2.29588399616463,2.20457819075951,2.31513294349523,2.64837000432928,3.1389626736016,3.55947934249303,3.93409904265817,4.42849704618201,5.03977961274751,5.64603846629324,6.25551456283694,6.62109340170572,6.48097851677692,5.80586643022055,4.86590241344698,3.87587221648982,3.11389988268971,2.68368517081567,2.6833051108611,2.95063750703296,3.29491669407922,3.51395253674073,3.54825508205841,3.35725336874838,3.03930833773015,2.7515211655014,2.57942894089851,2.47913657225882,2.46429404311607,2.5346101403056,2.6198166782792,2.77218950655696,3.10626120580783,3.65459386980775,4.31531427526575,4.83737932622245,5.24867615509094,5.75751787979527,6.36040053439122,6.90336814391869,7.50154025577022,7.77598356513803,7.32421864933621,6.12700951571493,4.60018474525212,2.96081559234807,1.69035809880424,1.15390705309184,1.5875995721769,2.64276663660774,3.85657694585171,4.67804747089484,4.92102429600582,4.4686878342058,3.61532480809725,
BHS,SP.POP.GROW,,4.97496319470417,5.05842113169166,5.03100873184873,4.87752059775779,4.64350216609144,4.41419094567371,4.17449123771155,3.87301875223044,3.47930658123034,3.06401182797449,2.63248225017383,2.25676728508496,2.03467403934296,1.95629002187442,2.02680734855808,2.09961667643647,2.15237422683904,2.19888332130849,2.21324311430271,2.20758881020664,2.2221571315537,2.23245391457677,2.20680582377644,2.11784411790195,2.00914416513142,1.87548122924792,1.76041536799258,1.70611984915173,1.71762815167673,1.76749061997919,1.848345655968,1.90543395133989,1.87570781184208,1.74949700350313,1.55750700742022,1.34751285187411,1.18424117794977,1.12015262104732,1.18462789608806,1.34504517193852,1.52268022366212,1.65142420031368,1.76105585369759,1.82595387272273,1.85017572994762,1.88576668214431,1.90155919934471,1.84803524456697,1.70786519009353,1.51478477511973,1.30075351976794,1.10570789821922,0.980106184007713,0.93876021994633,0.959964408799924,0.990005732547738,1.00728534144547,1.01280016721917,0.993659489537656,0.961253495469737,
BIH,SP.POP.GROW,,1.93243380924407,1.94603053590115,1.90071860522619,1.78139586992667,1.61474582304548,1.43209760036468,1.27570743614868,1.17049126704904,1.13699133828298,1.15165570537989,1.18296523129619,1.19814312373202,1.19009015448277,1.14707845426278,1.08198925005035,1.00280752247721,0.937564936670098,0.910566816455332,0.933620126820394,0.986560412928966,1.0147035605122,1.00626910784096,0.996708390854633,0.985378026151561,0.950948986084745,0.99207207819048,0.977884265467109,0.666285105695164,-0.0364411404764259,-0.989770811954186,-2.13083458167325,-3.15374527940881,-3.72327870585386,-3.55382882359574,-2.7682393015429,-1.70229362133797,-0.755927646707981,-0.0463696234806419,0.241117327998279,0.208765696717053,0.115576918266045,0.103128419446988,0.0741866623544378,0.0535450488075259,0.0302276666197896,0.00239019890982,-0.069897068723128,-0.226950769031907,-0.48906629557899,-0.818853335966774,-1.20286774011291,-1.54695841535682,-1.74536474373628,-1.72230731218996,-1.52630451114807,-1.26472845809142,-1.03088019890592,-0.827063451812447,-0.692266996375143,-0.613297985300864,
BLR,SP.POP.GROW,,0.889131362938781,0.971087470193567,1.01618823177623,1.02576999022331,1.00123258061745,0.999586747117145,1.01992951024392,1.00683742008887,0.961629976856794,0.885501942137846,0.83254242697463,0.801903541421469,0.740577073484473,0.649396280155014,0.528950660255249,0.468634364965726,0.551023964944481,0.653046348666908,0.617512036032895,0.613722215515372,0.692401877498625,0.677412012600594,0.683014021783473,0.678380569482227,0.653761443403052,0.67939116352749,0.674806569806003,0.286405805377518,0.295421189743138,0.19006508287506,0.0461355862589733,0.219690718485616,0.220771793347495,-0.118196017328142,-0.324414829587043,-0.336671341030207,-0.415604443400529,-0.450435237181926,-0.450029843493719,-0.471131334643547,-0.512966688341309,-0.636565666436346,-0.699809190918934,-0.682169472243919,-0.683005560010688,-0.612296198031047,-0.458847535622636,-0.345415054298517,-0.245915441295321,-0.218522755959381,-0.234282914157686,-0.156617600248906,-0.0383800002667846,0.056151567510169,0.132853236725342,0.0877210878706449,-0.109782322950581,-0.213824206997671,-0.201786600970723,-0.42347525027949,
